"","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1","Q1"
"htpX",0.556990271788186,0.696831869510665,1.1219696969697,0,0,0,0,0,0,4.64360367892977,0.928720735785953,0
"hupC",0.742653695717581,0,0.997306397306397,0.621746431570109,1.60281385281385,0,0,0.766087316366646,3.38436928702011,4.12764771460424,1.65105908584169,0
"hzo",0.862436549865578,0,0.868621700879765,1.08304217112213,0,0,0,1.33447468012254,0,0,1.4380192037976,2.46918687941511
"InvProt",0.703566659100866,1.46701446212772,1.41722488038278,0,1.51845522898154,0.590212279816148,0,0,1.06874819590109,3.91040309804612,0.782080619609224,0.447630369952446
"irgA",1.33677665229165,0.304072088513745,0.489586776859504,0,0,1.22334908907347,0,0,1.10761176666113,0,0.40525995743387,0.927815675901434
"iuc",1.22765202761478,0.682610810949223,0.82430426716141,0.342594972497815,0,0.68657346835756,0,0,0,2.2744181284554,1.1372090642277,0.260356439666219
"katA",0.657431140471301,1.37081679248,0.882861400894188,2.75199240203163,0,1.65452950571412,4.16206088992974,0.678175657111457,0.998666346989541,1.8269916113822,0.365398322276441,0.418277558808024
"katE",0.851164758496691,1.09849099000609,1.08286619546673,0.94512125120711,1.16021378085721,1.03722292069567,1.70164687859058,1.44180508334956,0.979924619298048,1.04574452823083,1.01586611313852,1.02606961477035
"korA",0.668388326145823,0.477827567664456,0.384675324675325,0,0,1.44180428355088,0,0,2.61079916427266,0,0.318418537983755,0.364499015532706
"lacc",1.01824784061278,0.783935853199498,1.20962357954545,0.721323008501259,0.338093547077922,1.11702284988642,1.48761160714286,0.565587901536313,0.951853861974406,0.870675689799331,1.26247975020903,1.29568009427642
"ligA",1.38885885952379,0.977374570222751,1.57367178276269,1.52610487749027,3.37215382020577,0.873820777909622,0.82430426716141,0.268628020024668,1.18672689285121,0.723678495417626,0.868414194501151,1.49113233627016
"limA",1.11398054357637,1.85821831869511,0,1.86523929471033,2.40422077922078,3.73801110550227,0,2.29826194909994,0,0,0.619147157190636,0.70874808575804
